source, source.label, source.sort
"BA:162","DEU - LFS - Microcensus",764
"BB:5863","DEU - HIES - EU Statistics on Income and Living Conditions",765
"BB:304","DEU - HIES - Quarterly earnings survey",766
"BX:13392","DEU - HS - European Health and Social Integration Survey",767
"BX:3079","DEU - HS - German Socio-Economic Panel",768
"AA:1067","DEU - PC - Population census",769
"DA:311","DEU - ES - Establishment survey",770
"DA:3500","DEU - ES - Structure of Earnings Survey",771
"EA:1068","DEU - OE - Official Estimates",772
"FA:307","DEU - ADM-IR - Insurance Records",773
"FB:1070","DEU - ADM-EOR - Registered unemployment records",774
"FI:8258","DEU - ADM-RWO - Records of union federations and independent unions",775
"FX:8328","DEU - ADM - Administrative records and related sources",776
"FX:1071","DEU - ADM - Labour relations records",777
"FX:12904","DEU - ADM - Minimum Wage Act",778
"FX:308","DEU - ADM - Records on Strikes and Lockouts of the Federal Employment Agency",779
"GA:306","DEU - CPS - Consumer Price Index",780
"XA:7874","DEU - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",781
"XA:6615","DEU - ILO - ILO Social Security Inquiry Database",782
"XA:2165","DEU - ILO - ILO Estimates and Projections",783
"XX:8220","DEU - OS - World Development Indicators",784
"XX:8029","DEU - OS - OECD estimates",785
"BB:5860","DJI - HIES - Enquête Djiboutienne auprès des ménages",786
"EA:1072","DJI - OE - Estimations officielles",787
"EB:7764","DJI - Other - WHO, Health System profile Djibouti",788
"FB:1073","DJI - ADM-EOR - Caractéristiques socio-économiques des demandeurs d'emploi et embauches par profession",789
"GA:2278","DJI - CPS - Indice des prix à la consommation",790
"XA:7880","DJI - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",791
"XA:6504","DJI - ILO - ILO Social Security Inquiry Database",792
"XA:2173","DJI - ILO - ILO Estimates and Projections",793
"XX:8073","DJI - OS - World Development Indicators",794
"BA:1075","DMA - LFS - Labour force survey",795
"AA:1074","DMA - PC - Population Census",796
"EB:7747","DMA - Other - Carribean Development Bank, Country Poverty Assessment Dominica",797
"FA:1076","DMA - ADM-IR - Insurance records",798
"FB:1077","DMA - ADM-EOR - Employment office records",799
"FX:1078","DMA - ADM - Labour relations records",800
"GA:2353","DMA - CPS - Retail Price Index",801
"XA:7867","DMA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",802
"XA:6623","DMA - ILO - ILO Social Security Inquiry Database",803
"BA:2487","DNK - LFS - EU Labour Force Survey",804
"BE:5905","DNK - LFS-ADJ - EU Labour Force Survey adjusted series",805
"BA:769","DNK - LFS - Labour force survey",806
"BX:13407","DNK - HS - European Health and Social Integration Survey",807
"AA:1079","DNK - PC - Population Census",808
"DA:1080","DNK - ES - Monthly survey of industrial employment and labour costs",809
"DA:819","DNK - ES - Survey on Structure of Earnings",810
"FB:1081","DNK - ADM-EOR - Registered unemployment records",811
"FF:1082","DNK - ADM-LIR - Labour inspectorate records",812
"FH:8254","DNK - ADM-REO - Records of the Danish employers' federation",813
"FI:621","DNK - ADM-RWO - Membership of Workers' Organizations",814
"FI:1083","DNK - ADM-RWO - Records of employers'/workers' organizations",815
"FX:5864","DNK - ADM - Insurance records",816
"FX:3108","DNK - ADM - Register-based labour force statistics",817
"FX:3234","DNK - ADM - Register of reported accidents at work (RAW)",818
"GA:2352","DNK - CPS - Consumer Price Index",819
"XA:7862","DNK - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",820
"XA:6449","DNK - ILO - ILO Social Security Inquiry Database",821
"XA:2181","DNK - ILO - ILO Estimates and Projections",822
"XX:8139","DNK - OS - World Development Indicators",823
"XX:8027","DNK - OS - OECD estimates",824
"BA:13413","DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo",825
"BA:3","DOM - LFS - Encuesta Nacional de Fuerza de Trabajo",826
"BX:7724","DOM - HS - Encuesta Nacional de Demografía y Salud",827
"BX:2230","DOM - HS - Encuesta Nacional de Hogares de Propositos Multiples",828
"AA:1084","DOM - PC - Censos de población",829
"BX:14077","DOM - HS - School to work transition survey",830
"EA:1086","DOM - OE - Estimaciones oficiales",831
"FA:1087","DOM - ADM-IR - Registros de seguros",832
"FF:8","DOM - ADM-LIR - Registros del Ministerio de Trabajo",833
"FX:1088","DOM - ADM - Otros registros administrativos y fuentes relacionadas",834
"GA:6","DOM - CPS - Indice de precios al consumidor",835
"JA:3380","DOM - SNA - Cuentas nacionales",836
"XA:7896","DOM - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",837
"XA:6631","DOM - ILO - ILO Social Security Inquiry Database",838
"XA:2189","DOM - ILO - ILO Estimates and Projections",839
"XA:3196","DOM - ILO - ILO SIALC Estimates",840
"XX:7329","DOM - OS - Household or labour force survey",841
"XX:8096","DOM - OS - World Development Indicators",842
"XX:13955","DOM - OS - UNICEF and ILO calculations",843
"BA:269","DZA - LFS - Enquête Emploi auprès des Ménages",844
"AA:1089","DZA - PC - Recensement Général de la Population et de l'Habitat",845
"EA:1090","DZA - OE - Estimations officielles",846
"EB:7757","DZA - Other - ISSA, Patricia Bougrine (2005), Conférence régionale de l'AISS pour l'Afrique, L'assurance maladie d",847
"FA:1091","DZA - ADM-IR - Fichiers des assurances",848
"FX:3251","DZA - ADM - Labour legislation",849
"FX:1094","DZA - ADM - Fichiers des relations du travail",850
"FX:1093","DZA - ADM - Autres fichiers administratifs et sources connexes",851
"FX:1092","DZA - ADM - Autres fichiers administratifs et sources connexes (Lésions professionnelles)",852
"GA:270","DZA - CPS - Indice des prix à la consommation",853
"GA:12889","DZA - CPS - Consumer Price Index - Main city",854
"XA:7898","DZA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",855
"XA:6451","DZA - ILO - ILO Social Security Inquiry Database",856
"XA:1829","DZA - ILO - ILO Estimates and Projections",857
"XX:8143","DZA - OS - World Development Indicators",858
"XX:13996","DZA - OS - UNICEF and ILO calculations",859
"BA:19","ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",860
"BC:2217","ECU - CLS - Encuesta Nacional de Trabajo Infantil",861
"BB:8231","ECU - HIES - Encuesta de Condiciones de Vida",862
"AA:1095","ECU - PC - Censos de población",863
"DA:1097","ECU - ES - Encuesta Anual de Manufacturera y Minería",864
"EA:1098","ECU - OE - Estimaciones oficiales",865
"FA:1099","ECU - ADM-IR - Registros de seguros",866
"FX:1100","ECU - ADM - Registros de relaciones laborales",867
"GA:20","ECU - CPS - Indice de precios al consumidor",868
"XA:7849","ECU - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",869
"XA:7902","ECU - ILO - ILO GESS",870
"XA:6514","ECU - ILO - ILO Social Security Inquiry Database",871
"XA:2012","ECU - ILO - ILO Estimates and Projections",872
"XA:3156","ECU - ILO - ILO SIALC Estimates",873
"XX:8059","ECU - OS - World Development Indicators",874
"XX:13973","ECU - OS - UNICEF and ILO calculations",875
"BA:582","EGY - LFS - Labour force sample survey",876
"BX:6372","EGY - HS - School to work transition survey",877
"AA:1101","EGY - PC - Population Census",878
"CA:1102","EGY - EC - Employment, wages and hours of work survey",879
"DA:2502","EGY - ES - Establishment survey",880
"FF:1103","EGY - ADM-LIR - Labour inspectorate records",881
"FX:3244","EGY - ADM - Labour legislation",882
"FX:1104","EGY - ADM - Labour relations records",883
"FX:791","EGY - ADM - Records of General Department of Collective Bargaining",884
"FX:790","EGY - ADM - The Central Agency for Public Mobilization and Statistics records",885
"GA:2358","EGY - CPS - Consumer Price Index",886
"XA:7906","EGY - ILO - ILO (2009), ILO considerations on the social health insurance reform project in Egypt",887
"XA:7846","EGY - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",888
"XA:6641","EGY - ILO - ILO Social Security Inquiry Database",889
"XA:2016","EGY - ILO - ILO Estimates and Projections",890
"XX:8147","EGY - OS - World Development Indicators",891
"XX:14000","EGY - OS - UNICEF and ILO calculations",892
"AA:6998","ERI - PC - Population census",893
"DA:1105","ERI - ES - Labour-related establishment survey",894
"FF:1106","ERI - ADM-LIR - Labour inspectorate records",895
"XA:7843","ERI - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",896
"XA:8051","ERI - ILO - ILO Social Health Protection Database",897
"XA:6517","ERI - ILO - ILO Social Security Inquiry Database",898
"XA:1921","ERI - ILO - ILO Estimates and Projections",899
"XX:8100","ERI - OS - World Development Indicators",900
"XA:2024","ESH - ILO - ILO Estimates and Projections",901
"BA:2244","ESP - LFS - EU Labour Force Survey",902
"BE:5894","ESP - LFS-ADJ - EU Labour Force Survey adjusted series",903
"BA:246","ESP - LFS - Encuesta de Población Activa",904
"BB:3071","ESP - HIES - EU Statistics on Income and Living Conditions",905
"BX:13411","ESP - HS - European Health and Social Integration Survey",906
"BX:8367","ESP - HS - Encuesta de condiciones de vida",907
"AA:1107","ESP - PC - Censos de población",908
"DA:249","ESP - ES - Encuesta Anual de Coste Laboral",909
"DA:248","ESP - ES - Encuesta Anual de Estructura Salarial",910
"DA:247","ESP - ES - Encuesta Trimestral de Coste Laboral",911
"DA:1108","ESP - ES - Encuesta de Salarios en la Industria y los Servicios",912
"EA:1109","ESP - OE - Estimaciones oficiales",913
"EB:3458","ESP - Other - Otras fuentes oficiales",914
"FA:1110","ESP - ADM-IR - Accidentes de Trabajo",915
"FB:1111","ESP - ADM-EOR - Paro registrado",916
"FE:623","ESP - ADM-CA - Convenios Colectivos de Trabajo",917
"FF:2592","ESP - ADM-LIR - Informe Anual de la Inspección de Trabajo y Seguridad Social",918
"FI:8283","ESP - ADM-RWO - Records of main union confederations and independent unions",919
"FJ:14062","ESP - ADM-PR - Registros de población",920
"FJ:14059","ESP - ADM-PR - Padrón de Españoles Residentes en el Extranjero",921
"FX:1112","ESP - ADM - Fichero administrativo de afiliación al Sistema de la Seguridad Social",922
"FX:5866","ESP - ADM - Estadística de Huelgas y Cierres Patronales",923
"GA:2359","ESP - CPS - Indice de precios del consumo",924
"XA:7840","ESP - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",925
"XA:6521","ESP - ILO - ILO Social Security Inquiry Database",926
"XA:2028","ESP - ILO - ILO Estimates and Projections",927
"XX:8151","ESP - OS - World Development Indicators",928
"XX:8022","ESP - OS - OECD estimates",929
"BA:2518","EST - LFS - EU Labour Force Survey",930
"BE:5902","EST - LFS-ADJ - EU Labour Force Survey adjusted series",931
"BA:42","EST - LFS - Labour Force Survey",932
"BB:44","EST - HIES - EU Statistics on Income and Living Conditions",933
"BX:13397","EST - HS - European Health and Social Integration Survey",934
"AA:1113","EST - PC - Population Census",935
"DA:3113","EST - ES - Structure of Earnings Survey",936
"DA:1114","EST - ES - Survey of Wages and Salaries",937
"FA:1116","EST - ADM-IR - Insurance records",938
"FB:1117","EST - ADM-EOR - Registered unemployment",939
"FF:43","EST - ADM-LIR - Estonian Labour Inspectorate",940
"FX:3360","EST - ADM - Labour legislation",941
"FX:1118","EST - ADM - Other administrative records and related sources",942
"GA:45","EST - CPS - Consumer Price Index",943
"XA:7822","EST - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",944
"XA:6423","EST - ILO - ILO Social Security Inquiry Database",945
"XA:1874","EST - ILO - ILO Estimates and Projections",946
"XX:8077","EST - OS - World Development Indicators",947
"XX:8020","EST - OS - OECD estimates",948
"XX:8255","EST - OS - Estimations based on Working Life Survey and administrative data for small firms",949
"BA:1126","ETH - LFS - National Labor Force Survey",950
"AA:1125","ETH - PC - Population Census",951
"FI:368","ETH - ADM-RWO - Confederation of Ethiopia Trade Unions records",952
"FX:7127","ETH - ADM - Administrative records and related sources",953
"FX:3357","ETH - ADM - Labour legislation",954
"GA:2360","ETH - CPS - Consumer Price Index",955
"GA:2495","ETH - CPS - Consumer Price Index - Main city",956
"XA:7920","ETH - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",957
"XA:8048","ETH - ILO - ILO Social Health Protection Database",958
"XA:6458","ETH - ILO - ILO Social Security Inquiry Database",959
"XA:2036","ETH - ILO - ILO Estimates and Projections",960
"XX:8155","ETH - OS - World Development Indicators",961
"XX:13962","ETH - OS - UNICEF and ILO calculations",962
"BA:2486","FIN - LFS - EU Labour Force Survey",963
"BE:5874","FIN - LFS-ADJ - EU Labour Force Survey adjusted series",964
"BA:770","FIN - LFS - Labour force survey",965
"BB:6210","FIN - HIES - EU Statistics on Income and Living Conditions",966
"BB:3053","FIN - HIES - Income Distribution Survey",967
"BB:1130","FIN - HIES - Survey on wages of industrial workers and salaries of industrial employees",968
"BX:13390","FIN - HS - European Health and Social Integration Survey",969
"AA:1129","FIN - PC - Population Census",970
"DA:62","FIN - ES - Labour cost survey",971
"DA:58","FIN - ES - Structure of Earnings survey",972
"FA:1131","FIN - ADM-IR - Insurance records",973
"FB:1132","FIN - ADM-EOR - Employment Service statistics",974
"FF:5962","FIN - ADM-LIR - Labour inspectorate records",975
"FH:421","FIN - ADM-REO - Strikes and Lockouts records",976
"FI:1133","FIN - ADM-RWO - Records of employers'/workers' organizations",977
"FX:67","FIN - ADM - Federation of accidents Insurance Institutions records",978
"BX:14057","FIN - HS - Survey on work and well-being among persons of foreign origin (UTH-survey)",979
"FJ:14061","FIN - ADM-PR - Population Information System",980
"FX:3511","FIN - ADM - Records of the Ministry of Social Affairs and Health",981
"FX:14063","FIN - ADM - Employment statistics",982
"FX:59","FIN - ADM - Register of Trade Union Membership",983
"GA:55","FIN - CPS - Consumer Price Index",984
"JA:3450","FIN - SNA - National Accounts",985
"XA:7812","FIN - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",986
"XA:6529","FIN - ILO - ILO Social Security Inquiry Database",987
"XA:1836","FIN - ILO - ILO Estimates and Projections",988
"XX:8104","FIN - OS - World Development Indicators",989
"XX:8018","FIN - OS - OECD estimates",990
"BA:1135","FJI - LFS - Employment, Unemployment Survey",991
"AA:1134","FJI - PC - Population Census",992
"DA:1136","FJI - ES - Employment Survey",993
"EA:1137","FJI - OE - Official Estimates",994
"EB:12971","FJI - Other - Annual report of tourism and migration, Fiji Bureau of Statistics",995
"EB:12972","FJI - Other - Annual report of immigration, Fiji Immigration Department",996
"FF:1138","FJI - ADM-LIR - Labour inspectorate records",997
"FX:3350","FJI - ADM - Labour legislation",998
"FX:1139","FJI - ADM - Labour relations records",999
"GA:2362","FJI - CPS - Consumer Price Index",1000
"XA:7810","FJI - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1001
"XA:8052","FJI - ILO - ILO Social Health Protection Database",1002
"XA:6408","FJI - ILO - ILO Social Security Inquiry Database",1003
"XA:2044","FJI - ILO - ILO Estimates and Projections",1004
"XX:8159","FJI - OS - World Development Indicators",1005
"AA:1140","FLK - PC - Population census",1006
"EA:8325","FLK - OE - Official estimates",1007
"GA:2363","FLK - CPS - Retail Price Index",1008
"BA:2260","FRA - LFS - EU Labour Force Survey",1009
"BE:5893","FRA - LFS-ADJ - EU Labour Force Survey adjusted series",1010
"BA:148","FRA - LFS - Enquête Emploi",1011
"BB:3067","FRA - HIES - EU Statistics on Income and Living Conditions",1012
"BX:13401","FRA - HS - European Health and Social Integration Survey",1013
"BX:13949","FRA - HS - Enquête revenus fiscaux et sociaux",1014
"AA:47","FRA - PC - Recensement de la population",1015
"DA:13042","FRA - ES - Enquête annuelle sur le coût de la main d'>uvre et la structure des salaires",1016
"DA:1141","FRA - ES - Enquête trimestrielle sur l'activité et les conditions d'emploi de la main-d'oeuvre (ACEMO)",1017
"DA:13358","FRA - ES - Enquête annuelle sur la négociation et la représentation des salariés",1018
"EA:1142","FRA - OE - Estimations officielles",1019
"FA:303","FRA - ADM-IR - Fichiers de la Caisse nationale de l'assurance maladie des travailleurs salariés",1020
"FB:48","FRA - ADM-EOR - Registres du Pôle emploi",1021
"FX:13359","FRA - ADM - Données administratives sur les grèves au sein de la fonction publique de l'Etat",1022
"FX:755","FRA - ADM - Fichiers de la Caisse Centrale de la Mutualité Sociale Agricole - Salariés",1023
"FX:754","FRA - ADM - Fichiers de la Caisse Centrale de la Mutualité Sociale Agricole - Non salariés",1024
"FX:1144","FRA - ADM - Déclaration annuelle de Données Sociales",1025
"FX:3345","FRA - ADM - Labour legislation",1026
"FX:8257","FRA - ADM - Fichiers de la Direction de l'animation de la recherche, des études et des statistiques",1027
"GA:2364","FRA - CPS - Indice des prix à la consommation",1028
"JA:3445","FRA - SNA - Comptes nationaux",1029
"XA:7809","FRA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1030
"XA:6462","FRA - ILO - ILO Social Security Inquiry Database",1031
"XA:2048","FRA - ILO - ILO Estimates and Projections",1032
"XX:8066","FRA - OS - World Development Indicators",1033
"XX:8256","FRA - OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions",1034
"BA:1146","FRO - LFS - Labour force survey",1035
"AA:1145","FRO - PC - Population census",1036
"GA:2266","FRO - CPS - Consumer Price Index",1037
"BB:14055","FSM - HIES - Household Income and Expenditure Survey",1038
"BA:583","GAB - LFS - Enquête Nationale sur l'Emploi et le Chômage",1039
"AA:1147","GAB - PC - Recensements de population",1040
"EA:1149","GAB - OE - Estimations officielles",1041
"EB:7752","GAB - Other - African Development Bank Group, Annual report",1042
"FA:1150","GAB - ADM-IR - Fichiers des assurances",1043
"FF:1152","GAB - ADM-LIR - Fichiers d'inspection du travail",1044
"FX:3342","GAB - ADM - Labour legislation",1045
"GA:584","GAB - CPS - Indice des prix à la consommation",1046
"GA:2365","GAB - CPS - Indice des prix à la consommation - Africains",1047
"XA:7929","GAB - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1048
"XA:6427","GAB - ILO - ILO Social Security Inquiry Database",1049
"XA:1937","GAB - ILO - ILO Estimates and Projections",1050
"XX:8163","GAB - OS - World Development Indicators",1051
"XX:14004","GAB - OS - UNICEF and ILO calculations",1052
"BA:2247","GBR - LFS - EU Labour Force Survey",1053
"BE:5896","GBR - LFS-ADJ - EU Labour Force Survey adjusted series",1054
"BA:666","GBR - LFS - Labour Force Survey",1055
"BX:13387","GBR - HS - European Health and Social Integration Survey",1056
"AA:1153","GBR - PC - Population Census",1057
"DA:13372","GBR - ES - Public Sector Employment",1058
"DA:6349","GBR - ES - Workforce Jobs",1059
"DA:1154","GBR - ES - Short-Term (Monthly and Quarterly) Employment Statistics",1060
"DA:670","GBR - ES - Annual Survey of Hours and Earnings",1061
"EA:1155","GBR - OE - Official Estimates",1062
"FA:1156","GBR - ADM-IR - Labour inspectorate records",1063
"FK:6352","GBR - ADM-EBR - Inter-Departmental Business Register",1064
"FX:1158","GBR - ADM - Labour disputes records",1065
"FX:3337","GBR - ADM - Labour legislation",1066
"BA:14068","GBR - LFS - Annual Population Survey",1067
"FX:14070","GBR - ADM - International Passenger Survey",1068
"GA:2366","GBR - CPS - Retail Price Index",1069
"XA:7825","GBR - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1070
"XA:6541","GBR - ILO - ILO Social Security Inquiry Database",1071
"XA:2056","GBR - ILO - ILO Estimates and Projections",1072
"XX:8108","GBR - OS - World Development Indicators",1073
"XX:8013","GBR - OS - OECD estimates",1074
"BA:13950","GEO - LFS - Labour force survey",1075
"BX:180","GEO - HS - Integrated Household Survey",1076
"AA:7000","GEO - PC - Population census",1077
"DA:181","GEO - ES - Wage Survey",1078
"EA:179","GEO - OE - Estimates based on Annual Demographic Survey and Population Cencus",1079
"EB:7773","GEO - Other - WHO, Health Systems in Transition, Georgia Health system review",1080
"FB:1160","GEO - ADM-EOR - Registered unemployment records",1081
"FX:182","GEO - ADM - Administrative records",1082
"FX:13346","GEO - ADM - Administrative records of ministry of internal affairs",1083
"FX:3332","GEO - ADM - Labour legislation",1084
"FX:184","GEO - ADM - Technical and Construction Inspection records",1085
"GA:2368","GEO - CPS - Consumer Price Index",1086
"XA:7827","GEO - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1087
"XA:6466","GEO - ILO - ILO Social Security Inquiry Database",1088
"XA:2060","GEO - ILO - ILO Estimates and Projections",1089
"XX:8167","GEO - OS - World Development Indicators",1090
"XX:13977","GEO - OS - UNICEF and ILO calculations",1091
"AA:1161","GGY - PC - Population census",1092
"FX:2566","GGY - ADM - Official Bulletin",1093
"BA:1163","GHA - LFS - Labour force survey",1094
"BB:3078","GHA - HIES - Living Standards Survey",1095
"BX:7723","GHA - HS - Demographic and Health Survey",1096
"AA:1162","GHA - PC - Population census",1097
"CA:1164","GHA - EC - Survey of Employment and Earnings",1098
"EA:13414","GHA - OE - Estimates based on various sources",1099
"FX:3329","GHA - ADM - Labour legislation",1100
"FX:1166","GHA - ADM - Labour relations records",1101
"GA:2370","GHA - CPS - Consumer Price Index",1102
"XA:7942","GHA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1103
"XA:6401","GHA - ILO - ILO Social Security Inquiry Database",1104
"XA:2064","GHA - ILO - ILO Estimates and Projections",1105
"XX:8081","GHA - OS - World Development Indicators",1106
"XX:14008","GHA - OS - UNICEF and ILO calculations",1107
"BA:8361","GIB - LFS - Labour force survey",1108
"AA:1167","GIB - PC - Population Census",1109
"DA:33","GIB - ES - Employment Survey",1110
"EA:35","GIB - OE - Official estimates",1111
"FB:1170","GIB - ADM-EOR - Monthly Unemployment records",1112
"FX:1171","GIB - ADM - Other administrative records and related sources",1113
"GA:2371","GIB - CPS - Index of Retail Prices",1114
"BB:13365","GIN - HIES - Questionnaire sur les Indicateurs de Base du Bien-être",1115
"EA:747","GIN - OE - Estimations basées sur le recensement de la population",1116
"EB:7776","GIN - Other - Centre International de Développement et de Recherche (2011), Rapport d'activités 2010 Systèmes de s",1117
"FA:1173","GIN - ADM-IR - Fichiers des assurances",1118
"FF:425","GIN - ADM-LIR - Protection Sociale",1119
"FX:8329","GIN - ADM - Administrative records and related sources",1120
"GA:2288","GIN - CPS - Indice des prix à la consommation",1121
"XA:7799","GIN - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1122
"XA:6470","GIN - ILO - ILO Social Security Inquiry Database",1123
"XA:2068","GIN - ILO - ILO Estimates and Projections",1124
"XX:8171","GIN - OS - World Development Indicators",1125
"AA:14067","GIN - PC - Recensement Général de la Population et de l'Habitation",1126
"XX:14032","GIN - OS - UNICEF and ILO calculations",1127
"BA:6854","GLP - LFS - Enquête emploi",1128
"AA:88","GLP - PC - Recencement de la population dans les territoires d'outre-mer",1129
"DA:1176","GLP - ES - Enquête auprès des établissements, relative au travail",1130
"EA:1177","GLP - OE - Estimations officielles",1131
"FX:3327","GLP - ADM - Déclaration annuelle de Données Sociales",1132
"GA:2374","GLP - CPS - Indice des prix à la consommation",1133
"BA:7014","GMB - LFS - Labour force survey",1134
"AA:1178","GMB - PC - Population Census",1135
"DA:1179","GMB - ES - Survey of Employment, Earnings and Hours of work",1136
"FX:3324","GMB - ADM - Labour legislation",1137
"GA:2373","GMB - CPS - Consumer Price Index",1138
"XA:7831","GMB - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1139
"XA:6431","GMB - ILO - ILO Social Security Inquiry Database",1140
"XA:7832","GMB - ILO - ILO, Xenia Scheil-Adlung, Formal coverage in social health protection",1141
"XA:2075","GMB - ILO - ILO Estimates and Projections",1142
"XX:8112","GMB - OS - World Development Indicators",1143
"AA:1180","GNB - PC - Recensement de la population",1144
"DA:1181","GNB - ES - Enquête auprès des établissements, relative au travail",1145
"EA:1182","GNB - OE - Estimations officielles",1146
"FA:1183","GNB - ADM-IR - Fichiers des assurances",1147
"FX:3352","GNB - ADM - Labour legislation",1148
"GA:2307","GNB - CPS - Indice des prix à la consommation",1149
"XA:7953","GNB - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1150
"XA:6557","GNB - ILO - ILO Social Security Inquiry Database",1151
"XA:7795","GNB - ILO - ILO, Xenia Scheil-Adlung, Formal coverage in social health protection",1152
"XA:1885","GNB - ILO - ILO Estimates and Projections",1153
"XX:8175","GNB - OS - World Development Indicators",1154
"XX:14011","GNB - OS - UNICEF and ILO calculations",1155
"BB:7051","GNQ - HIES - Living standards survey",1156
"AA:1185","GNQ - PC - Censos de población",1157
"FX:3322","GNQ - ADM - Labour legislation",1158
"GA:2310","GNQ - CPS - Indice de precios al consumidor",1159
"XA:7958","GNQ - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1160
"XA:6474","GNQ - ILO - ILO Social Security Inquiry Database",1161
"XA:2083","GNQ - ILO - ILO Estimates and Projections",1162
"XX:8228","GNQ - OS - World Development Indicators",1163
"BA:2240","GRC - LFS - EU Labour Force Survey",1164
"BE:5895","GRC - LFS-ADJ - EU Labour Force Survey adjusted series",1165
"BA:317","GRC - LFS - Labour Force Survey",1166
"BB:319","GRC - HIES - EU Statistics on Income and Living Conditions",1167
"BX:13405","GRC - HS - European Health and Social Integration Survey",1168
"AA:1186","GRC - PC - Population Census",1169
"DA:13351","GRC - ES - Labour Cost Survey",1170
"DA:3088","GRC - ES - Structure of Earnings Survey",1171
"EB:1191","GRC - Other - Special data collection",1172
"FA:1189","GRC - ADM-IR - Insurance records",1173
"FX:3319","GRC - ADM - Labour legislation",1174
"GA:318","GRC - CPS - Consumer Price Index",1175
"XA:7837","GRC - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1176
"XA:6561","GRC - ILO - ILO Social Security Inquiry Database",1177
"XA:1854","GRC - ILO - ILO Estimates and Projections",1178
"XX:8178","GRC - OS - World Development Indicators",1179
"XX:8004","GRC - OS - OECD estimates",1180
"BA:1193","GRD - LFS - Labour force survey",1181
"AA:1192","GRD - PC - Population Census",1182
"GA:2367","GRD - CPS - Consumer Price Index",1183
"XA:6412","GRD - ILO - ILO Social Security Inquiry Database",1184
"AA:1194","GRL - PC - Population census",1185
"EA:1195","GRL - OE - Official Estimates",1186
"FF:1197","GRL - ADM-LIR - Labour inspectorate records",1187
"FJ:2557","GRL - ADM-PR - Population register",1188
"FX:2559","GRL - ADM - Educational profile",1189
"FX:2560","GRL - ADM - Employment and unemployment for permanent residents",1190
"GA:2561","GRL - CPS - Consumer price index",1191
"BA:660","GTM - LFS - Encuesta Nacional de Empleo e Ingresos",1192
"BB:5867","GTM - HIES - Encuesta Nacional de Condiciones de Vida",1193
"BC:2219","GTM - CLS - Child Labour Survey",1194
"BX:1199","GTM - HS - Encuesta Nacional Socio-demográfica",1195
"AA:1198","GTM - PC - Censos de población",1196
"DA:1200","GTM - ES - Encuesta de establecimientos relacionada con el trabajo",1197
"DA:1201","GTM - ES - Otro tipo de encuesta de establecimiento",1198
"EA:1202","GTM - OE - Estimaciones oficiales",1199
"EB:7792","GTM - Other - Programa de las Naciones Unidas para el Desarrollo (UNDP), Walter Flores (2008), El systema de salud",1200
"FA:1203","GTM - ADM-IR - Registros del Instituto Guatemalteco de Seguridad Social",1201
"FB:1204","GTM - ADM-EOR - Personas inscritas",1202
"FF:1205","GTM - ADM-LIR - Registros de inspección del trabajo",1203
"GA:2513","GTM - CPS - Indice de precios al consumidor",1204
"XA:8001","GTM - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1205
"XA:6478","GTM - ILO - ILO Social Security Inquiry Database",1206
"XA:1956","GTM - ILO - ILO Estimates and Projections",1207
"XA:3174","GTM - ILO - ILO SIALC Estimates",1208
"XX:8115","GTM - OS - World Development Indicators",1209
"XX:13980","GTM - OS - UNICEF and ILO calculations",1210
"BA:1206","GUF - LFS - Enquête emploi",1211
"AA:50","GUF - PC - Recensement de la population dans les territoires d'outre-mer",1212
"DA:1207","GUF - ES - Enquête auprès des établissements, relative au travail",1213
"EA:1208","GUF - OE - Estimations officielles",1214
"FB:51","GUF - ADM-EOR - Registres du Pôle emploi",1215
"GA:2369","GUF - CPS - Indice des prix à la consommation",1216
"BA:1210","GUM - LFS - Current Labour Force Survey",1217
